text,label
"bhai tu toh full fashion icon hai kapde repeat karta hai",not offensive
"tu toh bolta hai ye vintage hai purana hai",not offensive
"arey tu toh laundry ka dushman hai mahine mein ek baar dhulta hai",not offensive
"tu toh bolta hai perfume lagaya hai pasine ki khushbu",not offensive
"bhai tu toh full deo king hai 3 deo lagata hai",not offensive
"tu toh bolta hai main natural hu phir fair & handsome lagata hai",not offensive
"arey tu toh beard oil lagake sher banne ki koshish karta hai",not offensive
"tu toh bolta hai main gym jaata hu protein shake boost hai",not offensive
"bhai tu toh full six pack dream tummy full pack",not offensive
"tu toh bolta hai main vegetarian hu phir chicken kha leta hai",not offensive
"arey tu toh diet pe hu phir biryani order karta hai",not offensive
"tu toh bolta hai main teetotaller hu phir thodi si pee leta hai",not offensive
"bhai tu toh full sharaabi hai bolta hai sirf weekend",not offensive
"tu toh weekend pe bolta hai aaj nahi pee raha phir 10 peg",not offensive
"arey tu toh peg measure karta hai glass se",not offensive
"tu toh bolta hai main control mein hu phir nashe mein gaali deta hai",not offensive
"bhai tu toh full dramebaaz hai bolta hai main shant hu",not offensive
"tu toh chhoti baat pe bada scene create karta hai",not offensive
"arey tu toh group ka official nakhrila member hai",not offensive
"tu toh mood nahi hai bolke party cancel karwa deta hai",not offensive
"bhai tu toh full mood swing wala package hai",not offensive
"tu toh bolta hai aaj happy hu phir 2 minute baad sad",not offensive
"arey tu toh bolta hai main mature hu phir cartoon dekhta hai",not offensive
"tu toh shinchan ka sabse bada fan hai",not offensive
"bhai tu toh doraemon se pocket maangta hai",not offensive
"tu toh bolta hai main bada ho gaya hu phir mummy se daant khata hai",not offensive
"arey tu toh full mamma's boy category topper hai",not offensive
"tu toh bina mummy ke khana nahi kha sakta",not offensive
"bhai tu toh mummy ke saamne sher ghar mein chuha",not offensive
"tu toh bolta hai main independent hu phir pocket money mangta hai",not offensive
"arey tu toh full dependent category ka CEO hai",not offensive
"tu toh bolta hai main adult hu phir mummy se permission leta hai",not offensive
"bhai tu toh abhi bhi pocket money se guzaara karta hai",not offensive
"tu toh bolta hai main earning kar raha hu youtube se 4 rupaye aaye",not offensive
"arey tu toh bolta hai main content creator hu content copy paste",not offensive
"tu toh bolta hai mera channel grow hoga 2 saal se 100 subscriber",not offensive
"bhai tu toh full youtuber banne chala hai camera nahi hai",not offensive
"tu toh mobile se 4k video banata hai quality 480p",not offensive
"arey tu toh bolta hai main editor hu canva use karta hai",not offensive
"tu toh thumbnail pe clickbait lagata hai views nahi aate",not offensive
"bhai tu toh full dreamer hai sapne dekhne mein world champion",not offensive
"tu toh bolta hai ek din ameer banunga phir sota rehta hai",not offensive
"arey tu toh motivation sunta hai phir bed pe pada rehta hai",not offensive
"tu toh bolta hai main hustler hu hustle sirf sapne mein",not offensive
"bhai tu toh full inspiration hai doosron ke liye warning",not offensive
"tu toh bolta hai main alag hu phir sabke jaisa hi hai",not offensive
"arey tu toh unique bolta hai phir trend follow karta hai",not offensive
"tu toh bolta hai main different hu phir same template use karta hai",not offensive
"bhai tu toh full confused generation ka representative hai",not offensive
"tu toh bolta hai main sorted hu life full mess",not offensive
"arey tu toh bolta hai tension nahi leta phir raat bhar overthink karta hai",not offensive
"tu toh bolta hai main chill hu phir chhoti baat pe bhadak jaata hai",not offensive
"bhai tu toh full hypocrite package hai",not offensive
"tu toh bolta hai main honest hu phir jhooth bolta hai",not offensive
"arey tu toh sach bolta hai phir convenience ke hisaab se",not offensive
"tu toh bolta hai main loyal hu phir 10 crush",not offensive
"bhai tu toh full commitment phobic hai",not offensive
"tu toh bolta hai main serious relationship chahta hu phir ghost karta hai",not offensive
"arey tu toh full red flag hai bolta hai green forest hu",not offensive
"tu toh bolta hai main gemini hu phir cancer wala drama karta hai",not offensive
"bhai tu toh zodiac sign pe blame daalta hai galtiyaan apni",not offensive
"tu toh bolta hai mercury retrograde ki wajah se late hu",not offensive
"arey tu toh astrology pe bharosa karta hai padhai pe nahi",not offensive
"tu toh bolta hai mera luck kharab hai mehnat zero",not offensive
"bhai tu toh full superstitious hai kaala billi dekh ke ghar wapas",not offensive
"tu toh bolta hai main rational hu phir taweez pehenta hai",not offensive
"arey tu toh lemon mirchi latka ke nazar utarta hai",not offensive
"tu toh bolta hai main modern hu phir shaadi ke liye kundli milata hai",not offensive
"bhai tu toh full confused desi hai",not offensive
"tu toh bolta hai arranged love dono chahta hai",not offensive
"arey tu toh shaadi ke liye ladki dekh raha phir bio mein single",not offensive
"tu toh bolta hai main settled hu ghar maa ke paas",not offensive
"bhai tu toh full family man banne chala abhi single",not offensive
"tu toh bolta hai main responsible hu phir bill mummy bhar deti hai",not offensive
"arey tu toh future mein perfect husband banega abhi perfect chuha",not offensive
"tu toh bolta hai ladkiyaan materialistic hoti hai phir khud iPhone maangta hai",not offensive
"bhai tu toh full comedy ka thela hai",not offensive
"tu toh bolta hai main sarcastic hu phir log serious le lete hain",not offensive
"arey tu toh sarcasm ka raja hai samajhdaar zero",not offensive
"tu toh joke marta hai phir khud pe hans padta hai",not offensive
"bhai tu toh full standup material hai khud ko serious leta hai",not offensive
"tu toh bolta hai main cool hu phir mummy se darrta hai",not offensive
"arey tu toh ghar mein sher bahar billi",not offensive
"tu toh bolta hai main alpha male hu phir reel pe beta dance",not offensive
"bhai tu toh full sigma male banne chala sigma zero",not offensive
"tu toh andrew tate ke video dekh ke sher ban jaata hai",not offensive
"arey tu toh bolta hai main high value man hu value 420",not offensive
"tu toh bolta hai ladkiyaan peeche padi hain follower 12 ladkiyaan",not offensive
"bhai tu toh full delusion ka dukaan hai",not offensive
"tu toh bolta hai main different hu phir herd mentality",not offensive
"arey tu toh trend follow karta hai bolta hai main trendsetter",not offensive
"tu toh reel banata hai views maangta hai dua se",not offensive
"bhai tu toh full beggar of validation hai",not offensive
"tu toh like comment share bolta hai khud post nahi karta",not offensive
"arey tu toh motivation deta hai khud demotivated",not offensive
"tu toh bolta hai main positive hu phir negative vibe",not offensive
"bhai tu toh full walking contradiction hai",not offensive
"tu toh bolta hai main simple hu phir complicated ban jaata hai",not offensive
"arey tu toh life mein full entertaining hai seriously",not offensive
"tu toh dost hai isliye bardaasht kar lete hain",not offensive
"bhai tu toh full entertainment package hai free mein",not offensive
"tu toh bina bole bhi hasa deta hai",not offensive
"arey tu toh group ka official bakchod certified hai",not offensive
"tu toh bolta hai main bakchod nahi hu phir 24 ghante bakchodi",not offensive
"bhai tu toh full time bakchod part time insaan",not offensive
"tu toh bakchodi mein PhD kar raha hai",not offensive
"arey tu toh bakchodi ka national award jeet chuka hai",not offensive
"tu toh serious baat mein bhi mazaak nikaal deta hai",not offensive
"bhai tu toh hasi ka thela hai kabhi khali nahi hota",not offensive
"tu toh dost hai isliye pyaar se bol rahe hain warna",not offensive
"arey tu toh full legendary baklol hai yaar",not offensive
"tu toh group mein hoga toh kabhi bore nahi honge",not offensive
"bhai tu toh full mazedaar insaan hai dil se",not offensive
"tu toh sach mein ek number hai bhai",not offensive
"arey tu bina tere group adhoora hai yaar",not offensive
"tu toh real wala dost hai bhai respect",not offensive
"bhai tu toh dil jeet leta hai apni bakchodi se",not offensive
"tu toh hasi ka bomb hai kabhi bhi phat jaata hai",not offensive
"arey tu toh full on entertainment guaranteed",not offensive
"tu toh sach mein bhai hai bhai",not offensive
"bhai tu toh legend hai legend",not offensive
"tu toh dil se dil tak jaata hai yaar",not offensive
"arey tu toh mera real bhai hai",not offensive
"tu toh hamesha yaad rahega bhai",not offensive
"bhai tu toh best hai mere liye",not offensive
