ID,Text,Label
16065,Tum bahut accha kaam karte ho.,0
16066,Tum jaise logon se baat nahi karte.,1
16067,Keep it up buddy!,0
16068,Tu pagal ho gaya hai kya?,1
16069,Kamaal kar diya bhai!,0
16070,You're such a loser yaar.,1
16071,You're one of the kindest souls I know.,0
16072,Tum jaise logon se baat nahi karte.,1
16073,Kamaal kar diya bhai!,0
16074,You're such a loser yaar.,1
16075,"Nice effort, proud of you.",0
16076,You're such a loser yaar.,1
16077,"Always positive, love that!",0
16078,Tum jaise logon se baat nahi karte.,1
16079,You're one of the kindest souls I know.,0
16080,Itna irritating koi kaise ho sakta hai?,1
16081,Tum bahut accha kaam karte ho.,0
16082,Tujhe sharam nahi aati?,1
16083,"Good job, well done!",0
16084,You're such a loser yaar.,1
16085,"Always positive, love that!",0
16086,Teri aukaat kya hai samjhta hai?,1
16087,"Always positive, love that!",0
16088,Tu pagal ho gaya hai kya?,1
16089,Thanks for your support yaar.,0
16090,Idiot kahi ka!,1
16091,Tum bahut accha kaam karte ho.,0
16092,Teri aukaat kya hai samjhta hai?,1
16093,"Good job, well done!",0
16094,You're such a loser yaar.,1
16095,You're one of the kindest souls I know.,0
16096,Tum jaise logon se baat nahi karte.,1
16097,"Good job, well done!",0
16098,Tu pagal ho gaya hai kya?,1
16099,Bohot badiya presentation tha!,0
16100,You're such a loser yaar.,1
16101,"Good job, well done!",0
16102,"Bas kar nautanki, dimag kharab kar diya.",1
16103,You're one of the kindest souls I know.,0
16104,"Bas kar nautanki, dimag kharab kar diya.",1
16105,"Good job, well done!",0
16106,Teri aukaat kya hai samjhta hai?,1
16107,"Nice effort, proud of you.",0
16108,Tum jaise logon se baat nahi karte.,1
16109,Tum bahut accha kaam karte ho.,0
16110,Tujhe sharam nahi aati?,1
16111,Thanks for your support yaar.,0
16112,Bakwas band kar.,1
16113,Kamaal kar diya bhai!,0
16114,You're such a loser yaar.,1
16115,Tum bahut accha kaam karte ho.,0
16116,You're such a loser yaar.,1
16117,"Good job, well done!",0
16118,Tum jaise logon se baat nahi karte.,1
16119,Thanks for your support yaar.,0
16120,Teri aukaat kya hai samjhta hai?,1
16121,Tum bahut accha kaam karte ho.,0
16122,Tumhara face dekhne layak nahi hai.,1
16123,Kamaal kar diya bhai!,0
16124,Bakwas band kar.,1
16125,"Good job, well done!",0
16126,Bakwas band kar.,1
16127,"Always positive, love that!",0
16128,"Bas kar nautanki, dimag kharab kar diya.",1
16129,Bohot badiya presentation tha!,0
16130,Itna irritating koi kaise ho sakta hai?,1
16131,"Always positive, love that!",0
16132,Itna irritating koi kaise ho sakta hai?,1
16133,You're one of the kindest souls I know.,0
16134,Itna irritating koi kaise ho sakta hai?,1
16135,You're one of the kindest souls I know.,0
16136,Tum jaise logon se baat nahi karte.,1
16137,You're awesome!,0
16138,You're such a loser yaar.,1
16139,Tum bahut accha kaam karte ho.,0
16140,"Bas kar nautanki, dimag kharab kar diya.",1
16141,Bohot badiya presentation tha!,0
16142,Tujhe sharam nahi aati?,1
16143,You're awesome!,0
16144,Itna irritating koi kaise ho sakta hai?,1
16145,Kamaal kar diya bhai!,0
16146,Bakwas band kar.,1
16147,Keep it up buddy!,0
16148,Tu pagal ho gaya hai kya?,1
16149,Tum bahut accha kaam karte ho.,0
16150,Idiot kahi ka!,1
16151,You're awesome!,0
16152,You're such a loser yaar.,1
16153,Bohot badiya presentation tha!,0
16154,Tum jaise logon se baat nahi karte.,1
16155,You're awesome!,0
16156,Tum jaise logon se baat nahi karte.,1
16157,"Always positive, love that!",0
16158,Itna irritating koi kaise ho sakta hai?,1
16159,Thanks for your support yaar.,0
16160,Itna irritating koi kaise ho sakta hai?,1
16161,Kamaal kar diya bhai!,0
16162,Bakwas band kar.,1
16163,"Nice effort, proud of you.",0
16164,Itna irritating koi kaise ho sakta hai?,1
16165,"Nice effort, proud of you.",0
16166,Tujhe sharam nahi aati?,1
16167,Tum bahut accha kaam karte ho.,0
16168,Tum jaise logon se baat nahi karte.,1
16169,Bohot badiya presentation tha!,0
16170,"Bas kar nautanki, dimag kharab kar diya.",1
16171,Thanks for your support yaar.,0
16172,Teri aukaat kya hai samjhta hai?,1
16173,Thanks for your support yaar.,0
16174,Tum jaise logon se baat nahi karte.,1
16175,Tum bahut accha kaam karte ho.,0
16176,Tujhe sharam nahi aati?,1
16177,You're awesome!,0
16178,Tum jaise logon se baat nahi karte.,1
16179,"Always positive, love that!",0
16180,Itna irritating koi kaise ho sakta hai?,1
16181,Bohot badiya presentation tha!,0
16182,Tumhara face dekhne layak nahi hai.,1
16183,Tum bahut accha kaam karte ho.,0
16184,Tujhe sharam nahi aati?,1
16185,Kamaal kar diya bhai!,0
16186,Bakwas band kar.,1
16187,Thanks for your support yaar.,0
16188,Tu pagal ho gaya hai kya?,1
16189,Keep it up buddy!,0
16190,Tum jaise logon se baat nahi karte.,1
16191,Bohot badiya presentation tha!,0
16192,Itna irritating koi kaise ho sakta hai?,1
16193,Bohot badiya presentation tha!,0
16194,Tum jaise logon se baat nahi karte.,1
16195,You're awesome!,0
16196,You're such a loser yaar.,1
16197,"Always positive, love that!",0
16198,Tu pagal ho gaya hai kya?,1
16199,"Always positive, love that!",0
16200,"Bas kar nautanki, dimag kharab kar diya.",1
16201,You're awesome!,0
16202,Tum jaise logon se baat nahi karte.,1
16203,Kamaal kar diya bhai!,0
16204,Tujhe sharam nahi aati?,1
16205,"Nice effort, proud of you.",0
16206,Teri aukaat kya hai samjhta hai?,1
16207,Kamaal kar diya bhai!,0
16208,Idiot kahi ka!,1
16209,Thanks for your support yaar.,0
16210,Tujhe sharam nahi aati?,1
16211,"Nice effort, proud of you.",0
16212,"Bas kar nautanki, dimag kharab kar diya.",1
16213,"Good job, well done!",0
16214,Tumhara face dekhne layak nahi hai.,1
16215,"Good job, well done!",0
16216,Idiot kahi ka!,1
16217,Tum bahut accha kaam karte ho.,0
16218,You're such a loser yaar.,1
16219,Kamaal kar diya bhai!,0
16220,Tu pagal ho gaya hai kya?,1
16221,You're awesome!,0
16222,Itna irritating koi kaise ho sakta hai?,1
16223,You're one of the kindest souls I know.,0
16224,"Bas kar nautanki, dimag kharab kar diya.",1
16225,Kamaal kar diya bhai!,0
16226,Tum jaise logon se baat nahi karte.,1
16227,"Always positive, love that!",0
16228,Tujhe sharam nahi aati?,1
16229,Tum bahut accha kaam karte ho.,0
16230,Tujhe sharam nahi aati?,1
16231,Bohot badiya presentation tha!,0
16232,Teri aukaat kya hai samjhta hai?,1
16233,Bohot badiya presentation tha!,0
16234,Itna irritating koi kaise ho sakta hai?,1
16235,Keep it up buddy!,0
16236,Tujhe sharam nahi aati?,1
16237,Thanks for your support yaar.,0
16238,Tum jaise logon se baat nahi karte.,1
16239,You're awesome!,0
16240,You're such a loser yaar.,1
16241,You're awesome!,0
16242,Itna irritating koi kaise ho sakta hai?,1
16243,"Good job, well done!",0
16244,You're such a loser yaar.,1
16245,"Good job, well done!",0
16246,Itna irritating koi kaise ho sakta hai?,1
16247,"Good job, well done!",0
16248,Teri aukaat kya hai samjhta hai?,1
16249,"Nice effort, proud of you.",0
16250,You're such a loser yaar.,1
16251,"Nice effort, proud of you.",0
16252,"Bas kar nautanki, dimag kharab kar diya.",1
16253,You're awesome!,0
16254,"Bas kar nautanki, dimag kharab kar diya.",1
16255,Thanks for your support yaar.,0
16256,Tujhe sharam nahi aati?,1
16257,Thanks for your support yaar.,0
16258,Tu pagal ho gaya hai kya?,1
16259,"Good job, well done!",0
16260,Itna irritating koi kaise ho sakta hai?,1
16261,Kamaal kar diya bhai!,0
16262,Tumhara face dekhne layak nahi hai.,1
16263,Thanks for your support yaar.,0
16264,Itna irritating koi kaise ho sakta hai?,1
16265,You're awesome!,0
16266,You're such a loser yaar.,1
16267,"Good job, well done!",0
16268,Itna irritating koi kaise ho sakta hai?,1
16269,You're awesome!,0
16270,Teri aukaat kya hai samjhta hai?,1
16271,Bohot badiya presentation tha!,0
16272,"Bas kar nautanki, dimag kharab kar diya.",1
16273,You're awesome!,0
16274,Tum jaise logon se baat nahi karte.,1
16275,"Always positive, love that!",0
16276,"Bas kar nautanki, dimag kharab kar diya.",1
16277,Bohot badiya presentation tha!,0
16278,Tumhara face dekhne layak nahi hai.,1
16279,"Always positive, love that!",0
16280,You're such a loser yaar.,1
16281,"Good job, well done!",0
16282,Tumhara face dekhne layak nahi hai.,1
16283,"Good job, well done!",0
16284,"Bas kar nautanki, dimag kharab kar diya.",1
16285,Kamaal kar diya bhai!,0
16286,Tujhe sharam nahi aati?,1
16287,"Always positive, love that!",0
16288,You're such a loser yaar.,1
16289,"Always positive, love that!",0
16290,"Bas kar nautanki, dimag kharab kar diya.",1
16291,Kamaal kar diya bhai!,0
16292,Teri aukaat kya hai samjhta hai?,1
16293,Thanks for your support yaar.,0
16294,"Bas kar nautanki, dimag kharab kar diya.",1
16295,Thanks for your support yaar.,0
16296,Tu pagal ho gaya hai kya?,1
16297,Bohot badiya presentation tha!,0
16298,You're such a loser yaar.,1
16299,Thanks for your support yaar.,0
16300,Bakwas band kar.,1
16301,"Good job, well done!",0
16302,Teri aukaat kya hai samjhta hai?,1
16303,"Always positive, love that!",0
16304,Tumhara face dekhne layak nahi hai.,1
16305,You're awesome!,0
16306,"Bas kar nautanki, dimag kharab kar diya.",1
16307,Thanks for your support yaar.,0
16308,Tum jaise logon se baat nahi karte.,1
16309,You're one of the kindest souls I know.,0
16310,Tumhara face dekhne layak nahi hai.,1
16311,Keep it up buddy!,0
16312,Tujhe sharam nahi aati?,1
16313,"Nice effort, proud of you.",0
16314,Tu pagal ho gaya hai kya?,1
16315,You're one of the kindest souls I know.,0
16316,Bakwas band kar.,1
16317,"Always positive, love that!",0
16318,Idiot kahi ka!,1
16319,"Good job, well done!",0
16320,You're such a loser yaar.,1
16321,You're one of the kindest souls I know.,0
16322,You're such a loser yaar.,1
16323,Kamaal kar diya bhai!,0
16324,Tum jaise logon se baat nahi karte.,1
16325,Tum bahut accha kaam karte ho.,0
16326,Itna irritating koi kaise ho sakta hai?,1
16327,You're awesome!,0
16328,"Bas kar nautanki, dimag kharab kar diya.",1
16329,Thanks for your support yaar.,0
16330,Tujhe sharam nahi aati?,1
16331,"Good job, well done!",0
16332,Idiot kahi ka!,1
16333,"Good job, well done!",0
16334,Tujhe sharam nahi aati?,1
16335,Keep it up buddy!,0
16336,You're such a loser yaar.,1
16337,You're awesome!,0
16338,You're such a loser yaar.,1
16339,Thanks for your support yaar.,0
16340,Itna irritating koi kaise ho sakta hai?,1
16341,You're one of the kindest souls I know.,0
16342,Bakwas band kar.,1
16343,Kamaal kar diya bhai!,0
16344,Tum jaise logon se baat nahi karte.,1
16345,Bohot badiya presentation tha!,0
16346,Itna irritating koi kaise ho sakta hai?,1
16347,Bohot badiya presentation tha!,0
16348,Itna irritating koi kaise ho sakta hai?,1
16349,"Always positive, love that!",0
16350,Tujhe sharam nahi aati?,1
16351,Kamaal kar diya bhai!,0
16352,Teri aukaat kya hai samjhta hai?,1
16353,Bohot badiya presentation tha!,0
16354,Teri aukaat kya hai samjhta hai?,1
16355,You're awesome!,0
16356,"Bas kar nautanki, dimag kharab kar diya.",1
16357,Kamaal kar diya bhai!,0
16358,Itna irritating koi kaise ho sakta hai?,1
16359,You're one of the kindest souls I know.,0
16360,You're such a loser yaar.,1
16361,Kamaal kar diya bhai!,0
16362,Teri aukaat kya hai samjhta hai?,1
16363,Keep it up buddy!,0
16364,Tu pagal ho gaya hai kya?,1
16365,"Always positive, love that!",0
16366,You're such a loser yaar.,1
16367,"Good job, well done!",0
16368,Tum jaise logon se baat nahi karte.,1
16369,You're one of the kindest souls I know.,0
16370,Tu pagal ho gaya hai kya?,1
16371,Bohot badiya presentation tha!,0
16372,"Bas kar nautanki, dimag kharab kar diya.",1
16373,"Nice effort, proud of you.",0
16374,Itna irritating koi kaise ho sakta hai?,1
16375,You're awesome!,0
16376,Itna irritating koi kaise ho sakta hai?,1
16377,Kamaal kar diya bhai!,0
16378,Tum jaise logon se baat nahi karte.,1
16379,Thanks for your support yaar.,0
16380,Tu pagal ho gaya hai kya?,1
16381,Tum bahut accha kaam karte ho.,0
16382,Idiot kahi ka!,1
16383,Tum bahut accha kaam karte ho.,0
16384,"Bas kar nautanki, dimag kharab kar diya.",1
16385,"Always positive, love that!",0
16386,Tumhara face dekhne layak nahi hai.,1
16387,"Good job, well done!",0
16388,Teri aukaat kya hai samjhta hai?,1
16389,Keep it up buddy!,0
16390,Tum jaise logon se baat nahi karte.,1
16391,Keep it up buddy!,0
16392,You're such a loser yaar.,1
16393,"Nice effort, proud of you.",0
16394,Teri aukaat kya hai samjhta hai?,1
16395,Tum bahut accha kaam karte ho.,0
16396,"Bas kar nautanki, dimag kharab kar diya.",1
16397,Tum bahut accha kaam karte ho.,0
16398,Itna irritating koi kaise ho sakta hai?,1
16399,Kamaal kar diya bhai!,0
16400,Teri aukaat kya hai samjhta hai?,1
16401,You're awesome!,0
16402,Tujhe sharam nahi aati?,1
16403,Bohot badiya presentation tha!,0
16404,Tumhara face dekhne layak nahi hai.,1
16405,Thanks for your support yaar.,0
16406,You're such a loser yaar.,1
16407,"Nice effort, proud of you.",0
16408,Tum jaise logon se baat nahi karte.,1
16409,"Always positive, love that!",0
16410,Tumhara face dekhne layak nahi hai.,1
16411,Keep it up buddy!,0
16412,Tumhara face dekhne layak nahi hai.,1
16413,Thanks for your support yaar.,0
16414,"Bas kar nautanki, dimag kharab kar diya.",1
16415,You're awesome!,0
16416,"Bas kar nautanki, dimag kharab kar diya.",1
16417,You're awesome!,0
16418,Bakwas band kar.,1
16419,"Nice effort, proud of you.",0
16420,Tum jaise logon se baat nahi karte.,1
16421,You're one of the kindest souls I know.,0
16422,Teri aukaat kya hai samjhta hai?,1
16423,Kamaal kar diya bhai!,0
16424,Idiot kahi ka!,1
16425,"Nice effort, proud of you.",0
16426,You're such a loser yaar.,1
16427,Kamaal kar diya bhai!,0
16428,"Bas kar nautanki, dimag kharab kar diya.",1
16429,You're one of the kindest souls I know.,0
16430,Bakwas band kar.,1
16431,Keep it up buddy!,0
16432,Teri aukaat kya hai samjhta hai?,1
16433,You're awesome!,0
16434,Itna irritating koi kaise ho sakta hai?,1
16435,Bohot badiya presentation tha!,0
16436,"Bas kar nautanki, dimag kharab kar diya.",1
16437,Bohot badiya presentation tha!,0
16438,Idiot kahi ka!,1
16439,Keep it up buddy!,0
16440,Tujhe sharam nahi aati?,1
16441,Kamaal kar diya bhai!,0
16442,Teri aukaat kya hai samjhta hai?,1
16443,Keep it up buddy!,0
16444,Idiot kahi ka!,1
16445,"Always positive, love that!",0
16446,You're such a loser yaar.,1
16447,Tum bahut accha kaam karte ho.,0
16448,Tum jaise logon se baat nahi karte.,1
16449,Kamaal kar diya bhai!,0
16450,Idiot kahi ka!,1
16451,Tum bahut accha kaam karte ho.,0
16452,Tumhara face dekhne layak nahi hai.,1
16453,You're one of the kindest souls I know.,0
16454,Bakwas band kar.,1
16455,"Good job, well done!",0
16456,Tum jaise logon se baat nahi karte.,1
16457,Keep it up buddy!,0
16458,Tu pagal ho gaya hai kya?,1
16459,Bohot badiya presentation tha!,0
16460,"Bas kar nautanki, dimag kharab kar diya.",1
16461,You're awesome!,0
16462,Tumhara face dekhne layak nahi hai.,1
16463,Thanks for your support yaar.,0
16464,"Bas kar nautanki, dimag kharab kar diya.",1
16465,Tum bahut accha kaam karte ho.,0
16466,"Bas kar nautanki, dimag kharab kar diya.",1
16467,You're awesome!,0
16468,Bakwas band kar.,1
16469,Bohot badiya presentation tha!,0
16470,You're such a loser yaar.,1
16471,Thanks for your support yaar.,0
16472,Bakwas band kar.,1
16473,You're one of the kindest souls I know.,0
16474,You're such a loser yaar.,1
16475,Kamaal kar diya bhai!,0
16476,Bakwas band kar.,1
16477,Keep it up buddy!,0
16478,Teri aukaat kya hai samjhta hai?,1
16479,Bohot badiya presentation tha!,0
16480,Tu pagal ho gaya hai kya?,1
16481,"Always positive, love that!",0
16482,Itna irritating koi kaise ho sakta hai?,1
16483,You're one of the kindest souls I know.,0
16484,Tum jaise logon se baat nahi karte.,1
16485,"Always positive, love that!",0
16486,Itna irritating koi kaise ho sakta hai?,1
16487,You're one of the kindest souls I know.,0
16488,Bakwas band kar.,1
16489,Keep it up buddy!,0
16490,Idiot kahi ka!,1
16491,Keep it up buddy!,0
16492,Itna irritating koi kaise ho sakta hai?,1
16493,You're one of the kindest souls I know.,0
16494,Tum jaise logon se baat nahi karte.,1
16495,You're one of the kindest souls I know.,0
16496,You're such a loser yaar.,1
16497,You're awesome!,0
16498,Bakwas band kar.,1
16499,"Good job, well done!",0
16500,Tu pagal ho gaya hai kya?,1
16501,"Nice effort, proud of you.",0
16502,Tumhara face dekhne layak nahi hai.,1
16503,"Nice effort, proud of you.",0
16504,"Bas kar nautanki, dimag kharab kar diya.",1
16505,"Good job, well done!",0
16506,Teri aukaat kya hai samjhta hai?,1
16507,Thanks for your support yaar.,0
16508,Tum jaise logon se baat nahi karte.,1
16509,"Nice effort, proud of you.",0
16510,Tumhara face dekhne layak nahi hai.,1
16511,Kamaal kar diya bhai!,0
16512,Tumhara face dekhne layak nahi hai.,1
16513,"Good job, well done!",0
16514,Itna irritating koi kaise ho sakta hai?,1
16515,Tum bahut accha kaam karte ho.,0
16516,You're such a loser yaar.,1
16517,"Nice effort, proud of you.",0
16518,Tujhe sharam nahi aati?,1
16519,Kamaal kar diya bhai!,0
16520,Itna irritating koi kaise ho sakta hai?,1
16521,Bohot badiya presentation tha!,0
16522,Bakwas band kar.,1
16523,"Always positive, love that!",0
16524,Bakwas band kar.,1
16525,"Nice effort, proud of you.",0
16526,Teri aukaat kya hai samjhta hai?,1
16527,Kamaal kar diya bhai!,0
16528,"Bas kar nautanki, dimag kharab kar diya.",1
16529,"Always positive, love that!",0
16530,Tujhe sharam nahi aati?,1
16531,"Nice effort, proud of you.",0
16532,Idiot kahi ka!,1
16533,"Good job, well done!",0
16534,Tum jaise logon se baat nahi karte.,1
16535,You're awesome!,0
16536,Bakwas band kar.,1
16537,Thanks for your support yaar.,0
16538,Itna irritating koi kaise ho sakta hai?,1
16539,"Good job, well done!",0
16540,Tum jaise logon se baat nahi karte.,1
16541,You're one of the kindest souls I know.,0
16542,Idiot kahi ka!,1
16543,"Good job, well done!",0
16544,Tumhara face dekhne layak nahi hai.,1
16545,You're awesome!,0
16546,Teri aukaat kya hai samjhta hai?,1
16547,You're one of the kindest souls I know.,0
16548,Tujhe sharam nahi aati?,1
16549,Keep it up buddy!,0
16550,Tumhara face dekhne layak nahi hai.,1
16551,You're awesome!,0
16552,"Bas kar nautanki, dimag kharab kar diya.",1
16553,Bohot badiya presentation tha!,0
16554,Tumhara face dekhne layak nahi hai.,1
16555,Kamaal kar diya bhai!,0
16556,Tumhara face dekhne layak nahi hai.,1
16557,"Always positive, love that!",0
16558,You're such a loser yaar.,1
16559,"Always positive, love that!",0
16560,You're such a loser yaar.,1
16561,You're awesome!,0
16562,Itna irritating koi kaise ho sakta hai?,1
16563,You're one of the kindest souls I know.,0
16564,"Bas kar nautanki, dimag kharab kar diya.",1
16565,"Good job, well done!",0
16566,Tujhe sharam nahi aati?,1
16567,Kamaal kar diya bhai!,0
16568,You're such a loser yaar.,1
16569,Keep it up buddy!,0
16570,You're such a loser yaar.,1
16571,You're awesome!,0
16572,Tujhe sharam nahi aati?,1
16573,"Nice effort, proud of you.",0
16574,"Bas kar nautanki, dimag kharab kar diya.",1
16575,"Good job, well done!",0
16576,Tumhara face dekhne layak nahi hai.,1
16577,"Nice effort, proud of you.",0
16578,Tu pagal ho gaya hai kya?,1
16579,Tum bahut accha kaam karte ho.,0
16580,Tum jaise logon se baat nahi karte.,1
16581,You're one of the kindest souls I know.,0
16582,Itna irritating koi kaise ho sakta hai?,1
16583,Kamaal kar diya bhai!,0
16584,Itna irritating koi kaise ho sakta hai?,1
16585,Kamaal kar diya bhai!,0
16586,Tu pagal ho gaya hai kya?,1
16587,"Good job, well done!",0
16588,Idiot kahi ka!,1
16589,You're one of the kindest souls I know.,0
16590,Tujhe sharam nahi aati?,1
16591,"Nice effort, proud of you.",0
16592,You're such a loser yaar.,1
16593,Keep it up buddy!,0
16594,"Bas kar nautanki, dimag kharab kar diya.",1
16595,"Always positive, love that!",0
16596,Bakwas band kar.,1
16597,Thanks for your support yaar.,0
16598,Idiot kahi ka!,1
16599,"Good job, well done!",0
16600,Tujhe sharam nahi aati?,1
16601,"Always positive, love that!",0
16602,Tu pagal ho gaya hai kya?,1
16603,Bohot badiya presentation tha!,0
16604,Tumhara face dekhne layak nahi hai.,1
16605,Tum bahut accha kaam karte ho.,0
16606,Itna irritating koi kaise ho sakta hai?,1
16607,Tum bahut accha kaam karte ho.,0
16608,"Bas kar nautanki, dimag kharab kar diya.",1
16609,You're one of the kindest souls I know.,0
16610,Bakwas band kar.,1
16611,"Always positive, love that!",0
16612,Teri aukaat kya hai samjhta hai?,1
16613,Tum bahut accha kaam karte ho.,0
16614,Idiot kahi ka!,1
16615,Kamaal kar diya bhai!,0
16616,Tu pagal ho gaya hai kya?,1
16617,Tum bahut accha kaam karte ho.,0
16618,Bakwas band kar.,1
16619,Thanks for your support yaar.,0
16620,Tum jaise logon se baat nahi karte.,1
16621,"Nice effort, proud of you.",0
16622,Idiot kahi ka!,1
16623,Tum bahut accha kaam karte ho.,0
16624,Itna irritating koi kaise ho sakta hai?,1
16625,Thanks for your support yaar.,0
16626,Bakwas band kar.,1
16627,"Always positive, love that!",0
16628,Bakwas band kar.,1
16629,Bohot badiya presentation tha!,0
16630,You're such a loser yaar.,1
16631,You're awesome!,0
16632,Tujhe sharam nahi aati?,1
16633,Tum bahut accha kaam karte ho.,0
16634,Tum jaise logon se baat nahi karte.,1
16635,You're one of the kindest souls I know.,0
16636,Tu pagal ho gaya hai kya?,1
16637,Bohot badiya presentation tha!,0
16638,Itna irritating koi kaise ho sakta hai?,1
16639,"Always positive, love that!",0
16640,Tum jaise logon se baat nahi karte.,1
16641,"Always positive, love that!",0
16642,Tum jaise logon se baat nahi karte.,1
16643,Keep it up buddy!,0
16644,Idiot kahi ka!,1
16645,"Good job, well done!",0
16646,Itna irritating koi kaise ho sakta hai?,1
16647,"Always positive, love that!",0
16648,Itna irritating koi kaise ho sakta hai?,1
16649,Thanks for your support yaar.,0
16650,Bakwas band kar.,1
16651,Bohot badiya presentation tha!,0
16652,Tu pagal ho gaya hai kya?,1
16653,Keep it up buddy!,0
16654,Teri aukaat kya hai samjhta hai?,1
16655,"Nice effort, proud of you.",0
16656,Itna irritating koi kaise ho sakta hai?,1
16657,You're one of the kindest souls I know.,0
16658,Tu pagal ho gaya hai kya?,1
16659,"Good job, well done!",0
16660,Tu pagal ho gaya hai kya?,1
16661,Kamaal kar diya bhai!,0
16662,"Bas kar nautanki, dimag kharab kar diya.",1
16663,"Good job, well done!",0
16664,You're such a loser yaar.,1
16665,You're one of the kindest souls I know.,0
16666,"Bas kar nautanki, dimag kharab kar diya.",1
16667,Bohot badiya presentation tha!,0
16668,You're such a loser yaar.,1
16669,Kamaal kar diya bhai!,0
16670,Bakwas band kar.,1
16671,You're awesome!,0
16672,Tu pagal ho gaya hai kya?,1
16673,Keep it up buddy!,0
16674,Tumhara face dekhne layak nahi hai.,1
16675,Keep it up buddy!,0
16676,Tum jaise logon se baat nahi karte.,1
16677,You're awesome!,0
16678,Tum jaise logon se baat nahi karte.,1
16679,Kamaal kar diya bhai!,0
16680,Tumhara face dekhne layak nahi hai.,1
16681,"Always positive, love that!",0
16682,Tumhara face dekhne layak nahi hai.,1
16683,Tum bahut accha kaam karte ho.,0
16684,You're such a loser yaar.,1
16685,Kamaal kar diya bhai!,0
16686,Tumhara face dekhne layak nahi hai.,1
16687,"Always positive, love that!",0
16688,You're such a loser yaar.,1
16689,Keep it up buddy!,0
16690,Tum jaise logon se baat nahi karte.,1
16691,"Good job, well done!",0
16692,Tujhe sharam nahi aati?,1
16693,"Always positive, love that!",0
16694,Tumhara face dekhne layak nahi hai.,1
16695,Bohot badiya presentation tha!,0
16696,Itna irritating koi kaise ho sakta hai?,1
16697,"Always positive, love that!",0
16698,"Bas kar nautanki, dimag kharab kar diya.",1
16699,Bohot badiya presentation tha!,0
16700,Idiot kahi ka!,1
16701,"Good job, well done!",0
16702,Teri aukaat kya hai samjhta hai?,1
16703,Tum bahut accha kaam karte ho.,0
16704,Idiot kahi ka!,1
16705,You're one of the kindest souls I know.,0
16706,Tum jaise logon se baat nahi karte.,1
16707,Bohot badiya presentation tha!,0
16708,Tum jaise logon se baat nahi karte.,1
16709,You're one of the kindest souls I know.,0
16710,Teri aukaat kya hai samjhta hai?,1
16711,Thanks for your support yaar.,0
16712,Tumhara face dekhne layak nahi hai.,1
16713,Kamaal kar diya bhai!,0
16714,Itna irritating koi kaise ho sakta hai?,1
16715,Thanks for your support yaar.,0
16716,Tujhe sharam nahi aati?,1
16717,"Good job, well done!",0
16718,Tumhara face dekhne layak nahi hai.,1
16719,Bohot badiya presentation tha!,0
16720,Tujhe sharam nahi aati?,1
16721,"Good job, well done!",0
16722,Teri aukaat kya hai samjhta hai?,1
16723,"Nice effort, proud of you.",0
16724,You're such a loser yaar.,1
16725,You're one of the kindest souls I know.,0
16726,"Bas kar nautanki, dimag kharab kar diya.",1
16727,Kamaal kar diya bhai!,0
16728,Bakwas band kar.,1
16729,"Nice effort, proud of you.",0
16730,You're such a loser yaar.,1
16731,"Good job, well done!",0
16732,"Bas kar nautanki, dimag kharab kar diya.",1
16733,Thanks for your support yaar.,0
16734,You're such a loser yaar.,1
16735,Tum bahut accha kaam karte ho.,0
16736,Itna irritating koi kaise ho sakta hai?,1
16737,Keep it up buddy!,0
16738,You're such a loser yaar.,1
16739,Kamaal kar diya bhai!,0
16740,Idiot kahi ka!,1
16741,"Nice effort, proud of you.",0
16742,Tu pagal ho gaya hai kya?,1
16743,Tum bahut accha kaam karte ho.,0
16744,You're such a loser yaar.,1
16745,"Good job, well done!",0
16746,Teri aukaat kya hai samjhta hai?,1
16747,"Always positive, love that!",0
16748,Idiot kahi ka!,1
16749,"Nice effort, proud of you.",0
16750,Itna irritating koi kaise ho sakta hai?,1
16751,"Good job, well done!",0
16752,Tu pagal ho gaya hai kya?,1
16753,"Good job, well done!",0
16754,Tumhara face dekhne layak nahi hai.,1
16755,"Good job, well done!",0
16756,Tum jaise logon se baat nahi karte.,1
16757,Tum bahut accha kaam karte ho.,0
16758,Tum jaise logon se baat nahi karte.,1
16759,Thanks for your support yaar.,0
16760,You're such a loser yaar.,1
16761,"Nice effort, proud of you.",0
16762,Tujhe sharam nahi aati?,1
16763,"Nice effort, proud of you.",0
16764,"Bas kar nautanki, dimag kharab kar diya.",1
16765,"Nice effort, proud of you.",0
16766,Tumhara face dekhne layak nahi hai.,1
16767,You're awesome!,0
16768,"Bas kar nautanki, dimag kharab kar diya.",1
16769,"Always positive, love that!",0
16770,Bakwas band kar.,1
16771,Kamaal kar diya bhai!,0
16772,Teri aukaat kya hai samjhta hai?,1
16773,Thanks for your support yaar.,0
16774,Idiot kahi ka!,1
16775,You're one of the kindest souls I know.,0
16776,"Bas kar nautanki, dimag kharab kar diya.",1
16777,Bohot badiya presentation tha!,0
16778,"Bas kar nautanki, dimag kharab kar diya.",1
16779,"Good job, well done!",0
16780,Tu pagal ho gaya hai kya?,1
16781,You're awesome!,0
16782,"Bas kar nautanki, dimag kharab kar diya.",1
16783,Bohot badiya presentation tha!,0
16784,Tujhe sharam nahi aati?,1
16785,Keep it up buddy!,0
16786,"Bas kar nautanki, dimag kharab kar diya.",1
16787,You're awesome!,0
16788,Teri aukaat kya hai samjhta hai?,1
16789,Thanks for your support yaar.,0
